metric,month,value
value_inr_m,2020-08-01,15811.959452999983
value_inr_m,2020-09-01,16944.980927
value_inr_m,2020-10-01,21877.78638
value_inr_m,2020-11-01,14108.902234880667
value_inr_m,2020-12-01,12367.280819999996
value_inr_m,2021-01-01,14083.020701000005
value_inr_m,2021-02-01,10238.364224999994
value_inr_m,2021-03-01,12016.225041000007
value_inr_m,2021-04-01,7978.1021029999965
value_inr_m,2021-05-01,8807.082649000002
value_inr_m,2021-06-01,11867.076743000001
value_inr_m,2021-07-01,17231.990372
value_inr_m,2021-08-01,18898.898322000005
value_inr_m,2021-09-01,30981.480927000008
value_inr_m,2021-10-01,25839.366799096322
value_inr_m,2021-11-01,15812.303828000002
value_inr_m,2021-12-01,16347.972692000001
value_inr_m,2022-01-01,12595.21984899999
value_inr_m,2022-02-01,11611.025585000001
value_inr_m,2022-03-01,13284.813080999991
value_inr_m,2022-04-01,18522.960450999988
value_inr_m,2022-05-01,18147.609643999996
value_inr_m,2022-06-01,23465.168887999967
value_inr_m,2022-07-01,26113.29468100001
value_inr_m,2022-08-01,29334.383122000003
value_inr_m,2022-09-01,43101.614189999986
value_inr_m,2022-10-01,26722.263154
value_inr_m,2022-11-01,16895.674730000006
value_inr_m,2022-12-01,19566.690298000016
value_inr_m,2023-01-01,19987.421465000003
value_inr_m,2023-02-01,19031.051975999984
value_inr_m,2023-03-01,18372.88568400002
value_inr_m,2023-04-01,21997.33473699998
value_inr_m,2023-05-01,23389.782616000037
value_inr_m,2023-06-01,23529.601070999994
value_inr_m,2023-07-01,30121.97136300001
value_inr_m,2023-08-01,27357.877321999975
value_inr_m,2023-09-01,44362.525826999976
value_inr_m,2023-10-01,28522.326362000007
value_inr_m,2023-11-01,16685.000493931042
value_inr_m,2023-12-01,15530.243085000006
value_inr_m,2024-01-01,16540.306675999993
value_inr_m,2024-02-01,15731.335441608488
value_inr_m,2024-03-01,16092.75712957726
value_inr_m,2024-04-01,17880.126423999976
value_inr_m,2024-05-01,18327.420698495047
value_inr_m,2024-06-01,20397.84263602831
value_inr_m,2024-07-01,20142.066123999997
value_inr_m,2024-08-01,27694.235526370456
value_inr_m,2024-09-01,35361.784929999965
value_inr_m,2024-10-01,24618.143744999998
value_inr_m,2024-11-01,11894.112063000004
value_inr_m,2024-12-01,17924.127593999972
value_inr_m,2025-01-01,17572.373747999973
value_inr_m,2025-02-01,14444.024256999992
value_inr_m,2025-03-01,15683.82630099998
value_inr_m,2025-04-01,16006.659054999993
value_inr_m,2025-05-01,17526.615388000002
value_inr_m,2025-06-01,20119.820191000028
value_inr_m,2025-07-01,23332.163292000052
value_inr_m,2025-08-01,32847.14968100001
value_inr_m,2025-09-01,35280.48360999995
value_inr_m,2025-10-01,19814.26475300002
value_inr_m,2025-11-01,13089.955421999986
value_inr_m,2025-12-01,20607.01977099998
value_inr_m,2026-01-01,17649.638633000024
value_inr_m,2026-02-01,13910.32443299999
value_inr_m,2026-03-01,16851.246680000007
value_usd_m,2020-01-01,92.73436358861177
value_usd_m,2020-02-01,75.35488440362052
value_usd_m,2020-03-01,51.92455571334328
value_usd_m,2020-05-01,71.0705096038592
value_usd_m,2020-06-01,127.13157555494324
value_usd_m,2020-07-01,108.00374814879024
value_usd_m,2020-08-01,211.78630868723897
value_usd_m,2020-09-01,230.28081145096928
value_usd_m,2020-10-01,297.2314515193351
value_usd_m,2020-11-01,189.99964225684724
value_usd_m,2020-12-01,167.7953735278723
value_usd_m,2021-01-01,192.56135210604356
value_usd_m,2021-02-01,140.5889396637026
value_usd_m,2021-03-01,165.12270177510462
value_usd_m,2021-04-01,107.10464858834567
value_usd_m,2021-05-01,120.33124939199608
value_usd_m,2021-06-01,161.15663656989412
value_usd_m,2021-07-01,231.18495735311325
value_usd_m,2021-08-01,254.98846308280397
value_usd_m,2021-09-01,420.8723830983665
value_usd_m,2021-10-01,344.8475760264246
value_usd_m,2021-11-01,212.2984073629022
